date,product,quantity_sold
4/3/2024,"Kitchen Multiutility Plastic Tray No. 2 - Pink, L1662-LT",1434
11/20/2024,Organic - Raisins/Ona Drakshi,1618
3/14/2024,Classic Instant Coffee,6481
4/20/2024,Oat Crispies - Classic,492
8/29/2024,"Ham - Turkey Bacon, Smoked",7880
2/25/2024,Trendy Stainless-Steel Bottle With Sipper Cap Black Colour Pxp 1002 Dq,7709
11/26/2024,bb Popular Sona Masoori Raw Rice 10kg + Toor Dal 2kg,1575
3/30/2024,Chocolate Coated Fruit & Nuts,3589
7/12/2024,Cool Kick Deodorant Roll On - 48h Long Lasting Freshness,6747
6/6/2024,Ovel - AA 300 Cover,6648
7/7/2024,Frying Pan Foil,978
2/28/2024,Lucknowi Biryani Masala Paste - Ready To Cook,5550
1/10/2024,"Milkshake Mix, 200 g + Chocolate Health Drink - Bournvita, 750 g",7760
3/31/2024,Organic Neem Oil - Pure Coldpressed & Undiluted Oil,3956
10/15/2024,Herbal Sensitive pH Balanced Liquid Handwash,1970
2/21/2024,Deodorant Spray - Thrill Seeker,3985
7/3/2024,Apple - Washington 4 pcs + Kiwi - Green 3 pcs + Pomegranate 4 pcs,2144
5/19/2024,King Chilli Pickle,9527
9/19/2024,Stainless Steel Multipurpose Cook Knife - Red,9596
6/11/2024,Canola Oil,7199
5/1/2024,Powder - Cardamom,4061
12/8/2024,"Vegetable-Fruit String Chopper - 5 Blades With 1 Lassi/Whisk Blade, Green",4278
5/11/2024,Toothbrush - Kids (Soft),4367
4/7/2024,"Steel Bowl/Vati/Katori - No. 6.5, Sada",2319
1/9/2024,Absolute Calcium Bone For Pets,8894
11/19/2024,"Glass Bottle With Plastic Outer - Cream, BB1314",3941
9/19/2024,Yearn Eau De Parfum Aquatic Perfume - Party Wear For Men,4467
5/17/2024,"Lunch Box-Tiffin Set - Stainless Steel, Pink - PK BB 578 2",96
5/19/2024,"Post-Shave Balm After Shave With Witch Hazel, Alcohol Free",2057
8/20/2024,Renewal Eye Cream,5967
12/17/2024,Pantry/Cookie/Snacks Glass Jar With Blue Lid,72
2/1/2024,Paper Napkins - Love,8780
8/5/2024,Proso Millet - Barri/Panivaragu/Varigulu/Baragu,5855
12/7/2024,Bright Star Steel Casserole For Roti/Chapati With Steel Lid,6417
10/20/2024,One Ginger Morning Bath & Shower Gel,8026
3/4/2024,4700BC Microwave Popcorn - Butter 85 g + Heineken 0.0 - 330 ml Can,1666
3/18/2024,"Plastic Lunch Box - Blue, BB569 BLU",5925
8/5/2024,Beverage Combo - Pack of Lakadong Turmeric & Chai Ka Masala,4682
7/7/2024,"Dentastix Dog Treat Oral Care For Adult Small Breed - 5-10 kg, 28 Sticks",119
6/9/2024,Skin Lightening Gold Bleach For Radiant Skin,9829
10/23/2024,Kitkat 7x2 Fingers Share Bag,1401
10/21/2024,Gliss Hair Repair Extreme Serum - Deep Repair,1548
10/19/2024,Health Drink Cookies & Cream 400g + Nutritional Powder Vanilla Delight 400g,4134
4/5/2024,Jelly Crystal - Orange,8598
2/24/2024,Coconut Curls Hair Butter,9090
7/1/2024,Dazzle Opalware Noodle Bowl Set - Tropical Lagoon,9695
3/9/2024,Non-Stick Appam Patra/Panniyarkal With Steel Lid - Diamond Series,4822
12/22/2024,"Button Folder Opaque - 14"" x 10"" With Snap Button Cover & Extra Pocket",7865
8/18/2024,Sabzi Masala - Multi-Purpose Use,2075
5/22/2024,Vegetable Flavour,9322
10/14/2024,Blue Fresh Gelcrystal,4897
2/25/2024,"Snacks - Melts, Carrot & Cumin, 9+ Months, 100% Natural & Healthy",2996
6/30/2024,Breakfast Mix - Foxtail Millet Dosa,7328
3/29/2024,Rooibos Orange Cinnamon Infusion Tea,5383
1/15/2024,Wafers - Waffy (Strawberry Flavor),3536
12/22/2024,Walnut/Akrodus,9774
5/6/2024,Ragi Upma Mix - Gluten Free,6836
11/27/2024,"Cold Processed Lemongrass Haldi Soap for Bright Skin, Unclogs Pores",3508
4/21/2024,Future Whisky/Juice Glass Tumbler,2307
7/18/2024,Gas Lighter - Flare,7131
2/4/2024,"Savanna Iced Tea With Spiced Apple & Rooibos, Caffeine Free",4100
7/8/2024,Premium Wafer Bites - Dark Choco,7067
12/13/2024,100% Wholewheat Sourdough Fourgrain,3662
3/23/2024,"Smart LED Bulb - 12 Watt, Wi-Fi Enabled, Multicolour (SSK-SMW 12W)",5460
3/7/2024,Steel Premium Storage Container Set Mirror Finish With Leak Lock Lid,8821
8/12/2024,Hair Oil - Kesh Kanti,452
3/20/2024,Gluten Free Instant Quick Cooking Oats,112
6/23/2024,Perfume - Beyond Paradise Edp (For Women),6107
3/15/2024,Masala - Puliogare Powder,9115
11/7/2024,Beach Chaat Delight,1735
10/11/2024,Hair Health Gel,908
12/7/2024,"Mouthwash Liquid - Cavity Fighter, Removes 99.9% Germs",8394
6/12/2024,Spill Guard No.4 Kids Lunch Box - Blue,3431
5/30/2024,Quik Mealz Chicken Delight Cup Noodles,8369
7/30/2024,Brinjal Bottle Shape 500 g + Cauliflower 1 pc + Cabbage 1 pc,9307
8/11/2024,"Wet Wipes - Caring Baby, Aloe Vera",6220
7/26/2024,Black Salt,4068
11/14/2024,Steel Storage Hammered Touch Bowl/Handi Set With Steel Lid - Gold Laquer Finish,2686
3/11/2024,Funky Avatar Perfume Spray,3602
7/31/2024,Omega -3 Seed,2635
2/27/2024,Powder - Cardamom,7769
1/14/2024,Wonder Wipe,143
10/9/2024,Organic Channa Dal/Kadale Bele,8004
1/13/2024,"Pilsner Long Drink Glass - New, B00914",802
11/11/2024,Brahmi Oil,496
4/13/2024,"Ham - Turkey Bacon, Smoked",7011
3/20/2024,Pantry/Cookie/Snacks Glass Jar With Blue Lid,4823
4/1/2024,Oreo Biscuit - Vanilla Creme,5054
12/18/2024,"Stress Relief, Lavender Shower Gel With Skin Conditioners",4497
11/29/2024,Urban Balance Daily Scrub Cleanser,9204
10/21/2024,Eco Multipurpose Sanitising Wipes - Lavender,6606
3/31/2024,Anti Pigmentation Glossy Pack - Fades Blemishes & Dark Circles,7369
4/5/2024,Kitchen Press Super-Lock System,539
9/4/2024,Frying Pan Foil,152
5/2/2024,Organic - Bengal Gram,3597
5/6/2024,Soda Dishwashing Liquid,1182
5/25/2024,Brinjal - Bottle Shape,7509
5/5/2024,Touch & Fresh Triple Refill Pack,3469
2/22/2024,Organic - Haricot Beans in Water,8459
11/27/2024,Organic Mixed Millet Flour,503
11/7/2024,"Energy Bars - Berry, 4+ Years, 100% Natural & Healthy",8667
3/3/2024,Sriracha Sauce - Jalapenos & Garlic,4298
8/12/2024,Indian Tonic Water,9838
11/26/2024,Powder - Coconut Milk,9909
1/20/2024,Papaya - Medium,9421
6/30/2024,Buzzz - Rechargeable Vibrating Ring With Remote For Him & Her,7956
12/1/2024,"Greek Yogurt - Natural, Low Fat",1517
4/25/2024,"Airtight Plastic Turn & Lock Jar With Spoon - Printed, Assorted Colour",3084
11/21/2024,Quinoa White Seeds,4728
3/23/2024,Radish - White,5594
5/3/2024,Sunshine Insulated Water Bottle - Blue,5994
6/7/2024,Deodorant Spray - Marquis,4854
2/17/2024,"Pork - Speck Ham, P.G.I, Sliced",9800
12/13/2024,Bathing Soap - Rosewater & Almond,4065
10/31/2024,Pantry/Cookie/Snacks Glass Jar With Blue Lid,3353
11/17/2024,Bathing Soap - Coconut & Neem,8612
1/8/2024,Blooming Colour Shampoo - Murumuru Butter & Rose Aroma,7036
6/14/2024,"Home Mate Garbage Bag - Green, Oxo-Bio-Degradable Roll, 36X48, 50 Micron",1404
5/3/2024,Colossal Kajal - Super Black,2586
3/14/2024,Spaghetti - Organic,3710
4/8/2024,Anti-Dandruff Shampoo - Silky Black,4622
12/12/2024,Pizza Cheese Mozzarella - Shredded,3101
5/17/2024,Original Eau De Toilette,4180
2/16/2024,Spicy Chettinad Tikka Masala,5044
9/2/2024,Menthol Cool 500 ml + Laundry San- Fresh Linen 480 ml,5607
2/5/2024,Oxy-Infusion Night Cream,6569
7/6/2024,"Plastic Lunch Box - Blue, BB569 BLU",4520
7/23/2024,Oil - Rice Bran,9673
7/29/2024,Oxy-Infusion Night Cream,4417
4/26/2024,Spread - Apricot Marmalade,9912
7/28/2024,"Seed Butter - Pumpkin, Creamy, Stone Ground",7405
5/14/2024,Clear Etanol Disinfectant Hand Sanitiser Gel,8415
12/17/2024,Uganda Single Origin 80% Dark Chocolate,9224
10/14/2024,"Body Spray - Basic Purple, Fission, Up or Down",8047
7/30/2024,"Chilli - Green, Organically Grown",6804
10/12/2024,"Disinfectant - Spray, Original, 225 ml + Skin & Surface Wipes, Original 40 pcs",8380
4/3/2024,"Olives - Green, Pitted",191
8/8/2024,Juice - Mango Refresh,9446
10/24/2024,Maxx Printed Pet Container - Pink,3383
12/18/2024,Moisturising Lotion,2307
12/4/2024,Basil & Parsley Body Cleanser,7382
1/18/2024,Organic Rava Dosa Ready Mix,5820
4/25/2024,"Seed Butter - Pumpkin, Creamy, Stone Ground",1439
4/5/2024,"Cocoa Almond Milk - Lactose Free, Dairy Free & Vegan",5573
11/15/2024,100% Melamine Quarter/Half Plate - Black,998
9/22/2024,Seabuckthorn Juice,507
7/29/2024,Easy Adult Diaper - X-Large,8985
7/31/2024,Pace Accelerate Men Eau De Toilette,2413
11/8/2024,Heat to Eat - Butter Chicken with Spicy Chicken Biryani,767
3/20/2024,"Chai/Bonechina Coffee Mug - Orange, Elephant Print",7864
7/14/2024,Pasta - Rice Fusilli,9376
5/21/2024,"Brinjal - Green Long, Organically Grown",6293
4/4/2024,"Milkshake Mix, 200 g + Chocolate Health Drink - Bournvita, 750 g",966
11/13/2024,"Chilli - Green, Organically Grown",3478
11/20/2024,Canola Oil,2804
10/16/2024,L'Amante Intensity Eau De Parfum - Perfume For Women,1025
9/8/2024,Natural Mosquito Repellent Gel,4333
6/10/2024,Strawberry Cheesecake,5511
3/25/2024,Oil - Eucalyptus,4000
12/29/2024,Namkeen - Khara Groundnuts,9380
7/2/2024,"Coconut Milk Yogurt - With Coconut Jaggery, Dairy Free",270
2/9/2024,Cup Noodles Mazedaar Masala,3729
3/11/2024,Premium Wafer Bites - Dark Choco,704
2/24/2024,Classic Aloo Tikki,1050
12/18/2024,Biscuits - Multigran,417
8/15/2024,Face Wash,3466
4/1/2024,Rechargeable Battery AA 2100 mah Ultima,1108
11/11/2024,Strawberry Milkshake With Real Strawberry Pulp,2355
1/11/2024,Dark Chocolate Cereal,6594
4/14/2024,Love Eau De Toilette,4167
7/19/2024,"Savanna Iced Tea With Spiced Apple & Rooibos, Caffeine Free",7689
6/5/2024,Stainless Steel Chef Knife With Handle,5291
6/7/2024,Organic Wheat -  Whole,5418
7/7/2024,"Home Mate Garbage Bag - Green, Oxo-Bio-Degradable Roll, 36X48, 50 Micron",1671
8/24/2024,"Australian Anzac Cookies - Honey, Oats, Cashew & Nuts",1265
10/21/2024,Collagen Nutrition Cream,7174
11/28/2024,"Opalware Classique Serving Bowl - Medium, Dazzle Purple",5279
10/23/2024,Synthetic Food Colour Preparation Orange Red,4393
3/17/2024,Beanz - Baked Beans In Tomato Sauce,2233
6/8/2024,"Cereal Lucky Charms - Gluten-Free, Imported",2728
6/25/2024,Safe Sun 3-In-1 Matte Look Daily Sun Block PA+++ - SPF 40,9659
1/12/2024,Quinoa White Seeds,5781
5/4/2024,"Mouthwash Liquid - Cavity Fighter, Removes 99.9% Germs",2593
11/2/2024,SS Delite Container No.2,5719
8/4/2024,Disney Frozen Insulated Hot Case Kids Plastic Lunch Box With Steel Tray,3952
7/10/2024,Passionately Black Tea With Passion Fruit - Iced Tea,5212
12/1/2024,Cosmo Girl - Eau De Parfum,3660
10/1/2024,Turmeric Tea Sampler Pack -  4 Variety,4051
12/22/2024,Organic Seeds - Brown Mustard/Sasive,1441
8/7/2024,"Steel Lunch/Tiffin Box Set With Bag - Medium, Tiffany",413
5/27/2024,Oven Cake Mix - Vanilla,6164
12/7/2024,Tamarind/Hunisehannu - Indian,43
3/15/2024,PIGMENTO Ointment - A Natural Therapy For Vitiligo,1111
12/16/2024,Kitchen Cloth - Small,9314
5/15/2024,"Syoss - Repair Therapy, 02 Conditioner",82
5/11/2024,Dawn Organic English Breakfast Black Tea,1927
11/5/2024,Fruit Cookies,6454
11/10/2024,Hand Made Soap - Vetiver,7714
3/17/2024,Extreme Eau De Toilette,2032
10/14/2024,Urban Balance Daily Scrub Cleanser,5837
12/27/2024,"Wet Cat Food - Chicken In Gravy, For Kittens, 2-12 Months",4675
10/9/2024,Atlas Plastic Water Bottle - Blue,5519
12/27/2024,Mango Pickle,3908
8/4/2024,Oil - Pure Natural Cold Press Groundnut,8281
1/9/2024,Herbo 24 Turbo Capsules,9902
3/29/2024,Stainless Steel Cookware - Tope/Patila/Handi With Lid Cover,454
2/3/2024,Hot Garlic Instant Noodles + Hot & Sour Instant Soup,4479
11/6/2024,Dates - Omani,7256
2/26/2024,"Chilli - Green, Organically Grown",3419
10/2/2024,"Herb Crackers - Gluten-free, Vegan",1699
6/14/2024,Rich Hoisin Sauce,7186
6/29/2024,Bombay Cutting Chai Premium Chai Tea,891
2/6/2024,Opalware Quarter Plate - English Lavender,5992
5/14/2024,Cadbury Perk - Chocolate Bar,4636
9/29/2024,Millet Diet Muesli,6965
1/19/2024,Ghee/Tuppa - Detox Tadka,4846
2/23/2024,Phantom Hot Tomato Ketchup Sauce - Made With World's Hottest Ghost Pepper,9537
10/15/2024,Cross Water/Juice Glass Tumbler,3735
2/13/2024,Mayonnaise - Classic,2270
4/5/2024,Health Drink - Original,6322
10/17/2024,Rich Cocoa Dark Chocolate Bar,1412
3/25/2024,MS116 USB Optical Mouse - Wired,9322
3/25/2024,Shaving Foam,2162
2/5/2024,Tea Tree Essential Oil,7571
10/14/2024,Steel Storage Mirror Finish Bowl Set With PP Lid - Plain,9236
12/29/2024,"Combo Pack - Sifar Garam Masala, Punjabi Channa Masala & Khichdi Ka Masala",9770
5/27/2024,"Fruit Corer - Silicon Handle, Red",6910
10/1/2024,Recharge 24x7 Long Lasting Deodorant Body Spray For Men,803
10/29/2024,Canned Sardine In Brine,1814
7/7/2024,Quik Mealz Chicken Delight Cup Noodles,2825
7/16/2024,Namkeen - Mini Bhakarwadi,8375
2/17/2024,Menthol Cool 500 ml + Laundry San- Fresh Linen 480 ml,6697
8/13/2024,Country Breeze Daily Wear Perfume,5310
10/16/2024,"Glass Water Bottle With Square Base - Transparent, BB 1360",622
8/19/2024,Bio Cucumber - Pore Tightening Toner With Himalayan Waters For Normal To Oily Skin,3632
7/11/2024,"Ultra-Thin Premium Panty Liners - Regular Flow, Small",3099
8/13/2024,"LED Bulb - 10 Watt, Cool Day Light, Ace Saver Base B22",5586
10/20/2024,Woman - Original Body Mist,9939
6/10/2024,Masala - Chat,5985
3/24/2024,Oil Free Acne Wash Facial Cleanser,4252
3/3/2024,Golden Crystal Jyot - Small,1039
4/26/2024,Namkeen Moong Dal+Namkeen All In One Mixture+Tasty Masala Coated Peanuts (150 g),8767
5/20/2024,Honey - Pure,2081
2/15/2024,Luscious Hydration Body Lotion - Coconut Water & Mimosa Flower Aroma,2474
10/29/2024,Himalayan Rose Lip Balm,9466
8/19/2024,"Face Pack - Bio Mud Firming, Bxl Cellular",1785
10/16/2024,Organic Dusting Powder For Dogs & Cats,5860
7/3/2024,Gas Lighter - Flare,1589
6/9/2024,Castor Oil,3784
10/9/2024,"Stainless Steel Lunch Box/Tiffin Box Tiffin Insulated - Happy Meal, Blue",4986
12/29/2024,Kitchen/Hand Towel - Assorted Colour,8211
9/19/2024,Organic Jaggery/Bella,7903
11/24/2024,"Nylon Fruit Corer - Maroon, BB 120",7863
2/15/2024,Chatpat Amla - Khatha Mitha,9010
8/25/2024,"Plastic Dustbin/Basket - Multiutility, Dark Blue, BB 620 3",1875
8/24/2024,Health Drink Cookies & Cream 400g + Nutritional Powder Vanilla Delight 400g,435
5/27/2024,"Penta Plastic Pet Water Bottle - White, Wide Mouth",801
2/2/2024,Breakfast Cereal - Crunchy Granola With Nutty Honey,240
11/1/2024,Banana Milk Shake,7985
2/26/2024,Masala - Shahi Paneer,6535
6/28/2024,Softi Classic Sanitary Pads - Regular,2084
3/29/2024,"Treatment Kit - Clarifying Face Wash, Toner & Point Gel",6895
9/7/2024,Mustard Powder,8132
12/15/2024,Passion Femme Eau De Toilette,2373
12/2/2024,Cheese Spread - Garlic & Herb,8243
1/24/2024,Yearn Eau De Parfum Aquatic Perfume - Party Wear For Men,8311
7/19/2024,Lavender French Essentail Oil - 100% Pure & Natural,7603
2/23/2024,Ready to Cook - Potato French Fries,8398
10/10/2024,Room Air Freshener Spray - Citrus Fresh,2901
3/17/2024,Steel Casserole Cook N Serve Induction Bottom With Glass Lid - 16 cm,7098
11/4/2024,Fragrance Body Spray - Tranquil,2884
2/5/2024,Organic Jaggery/Bella Powder,8869
8/14/2024,Organic Food - Ghee/Tuppa,7826
12/29/2024,Chicken Seekh Kabab Regular,6396
3/3/2024,Pizza Foundue Dip - Cheese,1683
7/27/2024,"Body Bath Loofah/Sponge/Scrubber - Dual Sided, Hangable, BB1426, Cream",1773
4/12/2024,Get Slim Ayurvedic Tea - 7 Active Ingredients,6592
2/18/2024,Tea - Hyderabad SPL Irani Chai,5227
8/25/2024,"Ultra Night Sanitary Pads For Women - XXL+, Koala Soft",6482
9/30/2024,"Lunch Box-Tiffin Set - Stainless Steel, Pink - PK BB 578 2",355
10/13/2024,Chicken Olive Mortadella,7077
8/25/2024,"Silicone Teether - Apple, Orange",2327
2/2/2024,Spread - Apricot Marmalade,3201
5/24/2024,"Multipurpose Cutter - 12 In 1, French Fry",4730
5/20/2024,Sugar Free Mints - Wintergreen,4368
8/23/2024,Petals - Ladli Pad,3377
6/8/2024,Extreme Eau De Toilette,5460
3/11/2024,Karpooradi Oil,9765
6/20/2024,Stix,5849
8/14/2024,54% Dark Roasted Almond Chocolate Bar,4388
1/10/2024,Sat Isabgol,7947
7/13/2024,"Small General Cutting Scissor - SCS-01, Colour May Vary",6550
5/9/2024,Oil in Lotion - Cherry Blossom & Jojoba Oil,7959
7/31/2024,Disney Princess - Bio Almond Princess Nourishing Soap,2820
2/6/2024,Anti-Ageing Day/Night Therapy Cream,9046
5/10/2024,"Opalware Classique Serving Bowl - Medium, Dazzle Purple",3075
10/6/2024,Cinnamon Milk Chocolate Dipped Cookies,3440
12/4/2024,Organics Stress Relief Oil - Asuvagendhi Thailam,1736
3/26/2024,Premium Adult Wet Dog Food - White Meat Fish & Vegetables,8596
11/2/2024,Moisturizing Cucumber Peel-Off Mask,3892
7/30/2024,Organic - Soyabean Whole,3402
9/21/2024,Homemade Chutney Powder,2404
4/5/2024,"Breeze LED Desk Light 61013 - 5 Watt, White",9403
8/22/2024,Rings - Cheese Flavored,662
9/18/2024,Neem Oil for Skintherapy,6719
5/20/2024,"Milkshake Mix, 200 g + Chocolate Health Drink - Bournvita, 750 g",7643
4/14/2024,Chicken Tikka Sausage,11
1/3/2024,Garlic Pickle,1399
4/9/2024,Ongs Marinade - Honey Soy 255 gm Bottle,9398
2/28/2024,Mood Uplifting & Skin Softening Stress Relief Scrub - With Spearmint & Eucalyptus,8142
8/15/2024,Storage Container/Canister - Deep Dabba Mirror Finish,6170
1/8/2024,Health Drink Cookies & Cream 400g + Nutritional Powder Vanilla Delight 400g,9451
7/10/2024,Intense Gel Mountain Fresh,4374
9/18/2024,"Powder - Rich Dark Cocoa, 20-22% Cocoa Butter",9921
8/23/2024,Softlite Creamy Lotion,1434
6/26/2024,Tamarind/Hunisehannu - Pesticide Free,9938
3/22/2024,"Body Spray - Basic Purple, Fission, Up or Down",957
3/27/2024,Seabuckthorn Juice,3841
9/16/2024,Jojoba & Sweet Almond Oil For Hair & Skin,4912
1/2/2024,Desi Twist - Creamy Kulfi,563
9/9/2024,Pants Extra Absorb Diaper - Small Size,5141
8/12/2024,"Rocher - Chocolate, Imported",3166
3/27/2024,Matta Rice - Long Grain,7825
9/5/2024,Guggulhills - Tablets,9996
6/9/2024,Canada - Urban Glow Clarifying Creamy Foaming Cleanser,7185
4/2/2024,Dry Pants Diapers - Large,4443
10/19/2024,Stainless Steel Water Bottle - Red BB 505 2,2261
12/18/2024,Ginger Milk Chocolate,1353
9/23/2024,Mix - Dal Rice,9094
7/21/2024,"Pilsner Long Drink Glass - New, B00914",2289
7/30/2024,Hair Fall Defense Conditioner,561
5/11/2024,Buck Wheat Seeds,2291
5/10/2024,Melamine Ice Cream Bowl Set - Green,3285
4/3/2024,Cold Brew Coffee Packs (Original),1878
8/11/2024,Vitamin C SPF 75 Dry Touch Sunscreen UVA/UVB PA+++,8907
4/1/2024,Mini Bhakharwadi,1159
12/24/2024,Organic Dosa Rice,7748
4/4/2024,Piri Piri Spice Mix,2209
7/21/2024,"Unpolished Toor Dal, 1 kg + Tata Tea Gold 19gm pouch free",5140
11/8/2024,Rajwadi Tea (Chai) Masala - Immunity Booster,8021
1/19/2024,Leo Water/Juice Glass Tumbler,420
7/1/2024,Beer Mug KTZB07/5811,8905
11/7/2024,Damsel Exquisite For Women,557
1/9/2024,Sugar Free Butter Cookies,8556
4/28/2024,"Marvel Multipurpose Plastic Basket - Big, Assorted Colour",1526
1/29/2024,Ice Cream - Coconutello,9785
9/26/2024,Toilet Brush - Dual,6983
8/14/2024,"White Big Bread Slices - Safe, Preservative Free",2739
1/14/2024,Coconut Scraper - Wooden Handle,1588
12/13/2024,Ragi Hurihittu,2835
11/8/2024,Organic - Haricot Beans in Water,5186
11/15/2024,Organic Brown Chana,707
9/2/2024,Floor Bathroom Brush Plastic,5257
5/5/2024,Fruit Drink - Green Apple,4940
6/17/2024,Rehydration,5237
10/1/2024,4700BC Instant Popcorn - BBQ 60 g + Radler - Mint Lime 300 ml Can,382
9/1/2024,"Chatpati Protein Muesli - With Quinoa Puff, Soynuts & Almonds",7615
9/21/2024,Natural Ice Cream - Madagascar,7589
12/10/2024,Party Snack,6768
5/26/2024,100% Juice - Orange 1 lt +  Apple 1 lt +  Mixed Fruit 1 lt,5062
9/30/2024,"Breeze LED Desk Light 61013 - 5 Watt, White",5487
10/26/2024,Vinegar - White,3064
1/23/2024,On The Road EDT,5178
8/7/2024,Beetroot Chips - Barbeque,3766
10/10/2024,Cheese Slices - Garlic,9629
10/2/2024,Cat Litter,1505
11/23/2024,Coconut Scraper - Wooden Handle,2804
9/30/2024,"Sugar Free Cereals - Whole Oatmeal With Rolled Oats, Chia & Real Fruits",6637
1/5/2024,"Beard Colour - Dark Brown, For Men, B 103",1643
1/5/2024,Charcoal Body Wash For Men - Sage & Patchouli,4608
7/11/2024,Passion Femme Eau De Toilette,2463
2/10/2024,Natural Hand Made Travel Soap - Turmeric,6526
6/20/2024,"Whole Wheat Cake - Jaggery Walnut, Eggless",8156
11/19/2024,Lip Balm - Disney Limited Edition Strawberry Shine,195
1/25/2024,Copper Water Jug - Handmade Hammered Design,5284
7/15/2024,"Dry Dog Food - Meat & Rice, For Adult Dogs",5881
9/15/2024,Lia Rainbow Vibran Active Exclusive Fragrance,4301
7/5/2024,Peanut Rice Paper Sauce,6306
6/20/2024,Jet Chura,2115
11/27/2024,Rechargeable Battery AA 2100 mah Ultima,2434
4/23/2024,"Radler - Non Alcoholic Malt Drink, Ginger & Lime",3299
3/5/2024,Classic Aloo Tikki,502
11/16/2024,Food Colour - Yellow,927
2/27/2024,Banana Walnut Cake - 100% Wholewheat,6913
9/7/2024,Cocoa Crunch Granola,8565
1/31/2024,Scuderia Racing Red Eau De Toilette,1871
7/13/2024,Masala - Tomato Rice Powder,5559
3/16/2024,Olive Coffee Mugs - Impression 1121,7159
5/4/2024,"Gel Pen - Black, Fasty",8060
7/26/2024,Essence Eau De Toilette,8041
1/30/2024,Chai/Tea/Coffee Bonechina Gray & Black Floral Mugs,7156
6/13/2024,Bright Star Steel Casserole For Roti/Chapati With Steel Lid,4309
1/17/2024,Disney Mickey - Bio Berry Baby Body Wash,9002
2/5/2024,Ragi - Huri Hittu,4870
7/16/2024,"2 Fold Umbrella - Auto-Open & Manual Close, Red",1677
4/8/2024,Hygienic Toilet Cleaner Rim Block - Jasmine,9906
2/15/2024,Lemon Squeezer - Large,1705
2/26/2024,Sweet Chilli Sauce,549
3/29/2024,Organic - Haricot Beans in Water,7770
5/1/2024,Sultana Eau De Parfum,2814
10/19/2024,Copper Water Glass - Hammered,1140
4/29/2024,Namkeen - Mathri,4848
8/24/2024,Karpooradi Oil,2745
10/10/2024,Intense Gel Mountain Fresh,6809
5/17/2024,Organic - Raisins/Ona Drakshi,1378
9/1/2024,Green Tea - Japanese Turmeric Matcha Powder,9317
5/20/2024,Organic Cotton Pads - Medium,6434
10/5/2024,Citronella Pure Essential Oil,9665
10/1/2024,Elaichi Tea,3750
3/13/2024,Powder - Coconut Milk,9415
8/17/2024,"Milk Drink - Strawberry, Chocolate, Jaggery",289
1/20/2024,Yippee Noodles - Mood Masala,1884
9/5/2024,Scrubber - Sponge Scrub,3293
9/26/2024,Organic - Coriander Powder,9668
9/10/2024,"Seed Butter - Pumpkin, Creamy, Stone Ground",7553
5/3/2024,"Organic - Black Cardamom Ealachi, Whole",7557
5/25/2024,Woman - Trendy Eau De Toilette Deodorant,1850
12/5/2024,Oil - Rice Bran,6796
7/25/2024,Spoon Cutlery Stand Set - Deluxe,9258
5/2/2024,Mustard/Sasive/Rai - Small,9907
11/9/2024,Nacho Sliced Jalapenos -  Hot Pepper,4791
10/16/2024,Chicken Tikka Sausage,8317
3/18/2024,"Follow Up Infant Formula Powder - Stage-3, From 12 Months Onwards",3826
8/20/2024,Mad Angles Chips - Tomato Madness,7818
1/16/2024,Bio Active Skin Lightening Face Gel,2036
6/19/2024,Goat,3543
1/22/2024,"Coffee Roasters - Medium-Dark Attikan Estate, French Press",2367
1/28/2024,Nutri Active Advanced Skin Firming Cream,7519
8/5/2024,Comb - 9F Ladies Derby Deluxe No 59,4632
1/29/2024,Healthy Khakhra - Multigrain,6806
11/3/2024,Panchphoran,8552
3/27/2024,Walk In The Wood Aroma Pouch With Bottle,5690
12/16/2024,Pumic Stone No 6,9927
3/14/2024,"Doraemon Large Plastic Lunch Box - With Container, Fork & Spoon, Assorted Colour",6154
9/7/2024,"Dry Dog Food - Vegetarian, For Adult Dogs",1057
6/26/2024,Golden Milk Powder With Curcumin - Organic Turmeric Classic Latte Mix Superfood,4800
11/27/2024,Rehydration,8966
11/13/2024,"Color Naturals Creme Riche Sachet - Shade 5.32, Taapsee's Caramel Brown",9249
3/6/2024,Aluminium Baby Kadhai,226
10/10/2024,Khara Boondi,5976
11/25/2024,bb Popular Sona Masoori Raw Rice 10kg + Toor Dal 2kg,6662
4/9/2024,Jasmine Green Tea Bags,8685
5/5/2024,"Rechargeable Emergency Inverter Bulb - 9W, Cool Daylight, B22 (EMB-9W)",3451
10/6/2024,"Baby Mat - Large, PVC",4374
12/27/2024,"Bucket - Super, Blue",1762
9/24/2024,Herbal Henna Colour - Black,7448
10/4/2024,Hydro Toner,480
6/3/2024,Tongue Cleaner,3021
1/8/2024,Black Salt/Kala Namak Powder,5005
8/23/2024,Chai/Tea/Coffee Bonechina Gray & Black Floral Mugs,6827
5/5/2024,Kitchen Moppy,9911
3/28/2024,"Toilet Roll - 3 Ply -100% Virgin Pulp/Paper, Pack of 4",1653
12/6/2024,Almond Oil Scrub Natural Handmade Herbal Soap,1502
11/21/2024,Floor Cleaner - Pine White,1419
6/10/2024,100% Melamine Idli/Pasta Plate - Yellow,826
1/15/2024,Cheese Crackers,1685
1/14/2024,Organic - Apple Cider Vinegar,6291
5/15/2024,Coconut - Medium,4984
10/5/2024,Acne Treatment Gel For Oily Skin For Men,7705
10/28/2024,Hand Made Organic Charcoal Soap,1379
